title,longitude,latitude,price,size,post_area,dist_to_city_center,link
"Apartment 14, Georges Quay Apartments, Dublin 2",-6.255648,53.347367,"275,000",42,Dublin 2,0.9248347989760651,http://www.daft.ie/for-sale/apartment-apartment-14-georges-quay-apartments-dublin-2/3440739
"51 Mayeston Court, Saint Margaret's Road, Finglas, Dublin 11",-6.286872,53.406579,"275,000",100,Dublin 11,7.197636453260567,http://www.daft.ie/for-sale/townhouse-51-mayeston-court-saint-margarets-road-finglas-dublin-11/3279031
"46 Manor Field View, Clonsilla, Dublin 15",-6.424554,53.395464,"275,000",79,Dublin 15,11.952917571266347,http://www.daft.ie/for-sale/terraced-house-46-manor-field-view-clonsilla-dublin-15/3484643
"48 Beechfield Heights, Clonee, Dublin 15",-6.43971371,53.40148639,"275,000",73,Dublin 15,13.157320450861292,http://www.daft.ie/for-sale/terraced-house-48-beechfield-heights-clonee-dublin-15/3471307
"30 Park Crescent House, Blackhorse Avenue, Castleknock, Dublin 15",-6.3115231,53.3623557,"275,000",N/A,Dublin 15,3.6409148806017297,http://www.daft.ie/for-sale/apartment-30-park-crescent-house-blackhorse-avenue-castleknock-dublin-15/3285220
"Apartment 16, The Waterfront, 169 Drumcondra Road Lower, Drumcondra, Dublin 9",-6.254767,53.368065,"275,000",60,Dublin 9,2.921123987922863,http://www.daft.ie/for-sale/apartment-apartment-16-the-waterfront-169-drumcondra-road-lower-drumcondra-dublin-9/3480168
"208 Cashel Road, Crumlin, Dublin 12",-6.308922,53.325258,"275,000",N/A,Dublin 12,3.3837285021788084,http://www.daft.ie/for-sale/terraced-house-208-cashel-road-crumlin-dublin-12/3276284
"7 Garrison Mews, The Ramparts, Cabinteely, Dublin 18",-6.142997,53.250801,"275,000",67,Dublin 18,13.161653368146997,http://www.daft.ie/for-sale/apartment-7-garrison-mews-the-ramparts-cabinteely-dublin-18/3494606
"Apt 1, 119 Grange Lodge Avenue, Clongriffin, Dublin 13",-6.154709,53.400453,"275,000",90,Dublin 13,9.841059255575091,http://www.daft.ie/for-sale/apartment-apt-1-119-grange-lodge-avenue-clongriffin-dublin-13/3289797
"23A Greenmount Lawns, Terenure, Dublin 6",-6.281919,53.308741,"275,000",56,Dublin 6,3.9187893567426264,http://www.daft.ie/for-sale/apartment-23a-greenmount-lawns-terenure-dublin-6/2896611
"18 Ferrycarrig Drive, Coolock, Dublin 5",-6.202122,53.400154,"275,000",N/A,Dublin 5,7.69967029176378,http://www.daft.ie/for-sale/semi-detached-house-18-ferrycarrig-drive-coolock-dublin-5/3466362
"54 Shackleton House, Archers Wood, Clonee, Dublin 15",-6.416528,53.383014,"275,000",N/A,Dublin 15,10.854221508472696,http://www.daft.ie/for-sale/apartment-54-shackleton-house-archers-wood-clonee-dublin-15/3203730
"23 Moy Elta Road, East Wall, Dublin 3",-6.237628,53.35566,"275,000",N/A,Dublin 3,2.4327561664749764,http://www.daft.ie/for-sale/terraced-house-23-moy-elta-road-east-wall-dublin-3/3425982
"19 Temple Cottages, Broadstone, Dublin 7",-6.271741,53.353923,"275,000",43,Dublin 7,1.259115586595621,http://www.daft.ie/for-sale/terraced-house-19-temple-cottages-broadstone-dublin-7/3462120
"317 Kildare Road, Crumlin, Dublin 12",-6.3132,53.324968,"275,000",56,Dublin 12,3.636517027546251,http://www.daft.ie/for-sale/terraced-house-317-kildare-road-crumlin-dublin-12/3474371
"14A Redwood Lawns, Kilnamanagh, Tallaght, Dublin 24",-6.366292,53.299962,"275,000",95,Dublin 24,8.120287692428992,http://www.daft.ie/for-sale/end-of-terrace-house-14a-redwood-lawns-kilnamanagh-tallaght-dublin-24/3276366
"7 Deerpark Way, Kiltipper, Tallaght, Dublin 24",-6.373642,53.269693,"275,000",88,Dublin 24,10.774678861684997,http://www.daft.ie/for-sale/terraced-house-7-deerpark-way-kiltipper-tallaght-dublin-24/3469353
"115 Galtymore Road, Drimnagh, Dublin 12",-6.320212,53.333775,"275,000",70,Dublin 12,3.6502152480626493,http://www.daft.ie/for-sale/terraced-house-115-galtymore-road-drimnagh-dublin-12/3419365
"24 Oranmore Road, Ballyfermot, Dublin 10",-6.362988,53.339163,"275,000",88,Dublin 1,6.359583378933765,http://www.daft.ie/for-sale/terraced-house-24-oranmore-road-ballyfermot-dublin-10/3474385
"13 Saint Joseph's Place, Phibsborough, Dublin 7",-6.26593,53.356856,"275,000",53,Dublin 7,1.5549007751001234,http://www.daft.ie/for-sale/bungalow-13-saint-josephs-place-phibsborough-dublin-7/3447913
"Apartment 11, Bow Bridge House, Bow Bridge, Kilmainham, Dublin 8",-6.296644,53.342143,"275,000",48,Dublin 8,1.9432366303140818,http://www.daft.ie/for-sale/apartment-apartment-11-bow-bridge-house-bow-bridge-kilmainham-dublin-8/3205249
"Apartment 120, Block 3, Parklands, Northwood, Santry, Dublin 9",-6.250914,53.406684,"275,000",70,Dublin 9,7.176277516225995,http://www.daft.ie/for-sale/apartment-apartment-120-block-3-parklands-northwood-santry-dublin-9/3424742
"21 Seapark Apartments, Mount Prospect Avenue",-6.1864652,53.3673606,"275,000",63,N/A,6.020782183747148,http://www.daft.ie/for-sale/apartment-21-seapark-apartments-mount-prospect-avenue/3427478
"Apartment 34, Block D, The Court, Dublin 1",-6.269942,53.351933,"275,000",40,Dublin 1,1.0184983183966383,http://www.daft.ie/for-sale/apartment-apartment-34-block-d-the-court-dublin-1/3495791
"Apt. 152, Carrington, Northwood, Santry, Dublin 9",-6.251529,53.404693,"275,000",67,Dublin 9,6.951263924264313,http://www.daft.ie/for-sale/apartment-apt-152-carrington-northwood-santry-dublin-9/3472445
"7 Ferrycarrig Drive, Coolock, Dublin 5",-6.202827,53.399662,"275,000",N/A,Dublin 5,7.628147912281001,http://www.daft.ie/for-sale/terraced-house-7-ferrycarrig-drive-coolock-dublin-5/2628926
"Apartment 30, The Mill, Weaver's Square, Dublin 8",-6.282334,53.337172,"275,000",55,Dublin 8,1.1784307745691285,http://www.daft.ie/for-sale/apartment-apartment-30-the-mill-weavers-square-dublin-8/3208635
"7 Achill House, Custom House Square, IFSC, Dublin 1",-6.242831,53.349778,"275,000",44,Dublin 1,1.8013274792206229,http://www.daft.ie/for-sale/apartment-7-achill-house-custom-house-square-ifsc-dublin-1/3282863
"105 Thomond Road, Ballyfermot, Dublin 10",-6.346723,53.341458,"275,000",80,Dublin 1,5.2684749121801095,http://www.daft.ie/for-sale/semi-detached-house-105-thomond-road-ballyfermot-dublin-10/3470230
"54 Shackleton House, Archers Wood, Clonee, Dublin 15",-6.416528,53.383014,"275,000",N/A,Dublin 15,10.854221508472696,http://www.daft.ie/for-sale/apartment-54-shackleton-house-archers-wood-clonee-dublin-15/3470547
"28 Suir Road, Kilmainham, Dublin 8",-6.307514,53.33734,"275,000",87,Dublin 8,2.7340054028436778,http://www.daft.ie/for-sale/terraced-house-28-suir-road-kilmainham-dublin-8/3466293
"5 Tyrconnell Street, Inchicore, Dublin 8",-6.323108,53.337715,"275,000",85,Dublin 8,3.7431308179733302,http://www.daft.ie/for-sale/terraced-house-5-tyrconnell-street-inchicore-dublin-8/3287777
"60 Belmont Hall, North City Centre, Dublin 1",-6.257523,53.354727,"275,000",56,Dublin 1,1.469459704094267,http://www.daft.ie/for-sale/apartment-60-belmont-hall-north-city-centre-dublin-1/3471707
"29 Quartier Bloom, Ormond Quay Lower, Dublin 1",-6.264852,53.346375,"275,000",48,Dublin 1,0.4218018446912491,http://www.daft.ie/for-sale/apartment-29-quartier-bloom-ormond-quay-lower-dublin-1/3458497
"1 Ovenden House, Dean Street, Christchurch, Dublin 8",-6.27106,53.343513,"275,000",52,Dublin 8,0.2523514186788775,http://www.daft.ie/for-sale/apartment-1-ovenden-house-dean-street-christchurch-dublin-8/2538053
"87 Cherrywood Park, Clondalkin, Dublin 22",-6.414386,53.319309,"279,000",N/A,Dublin 22,10.106881046850601,http://www.daft.ie/for-sale/terraced-house-87-cherrywood-park-clondalkin-dublin-22/3435735
"Apartment 3, Block A, The Malthouse, Dublin 8",-6.287394,53.33819,"279,000",60,Dublin 8,1.4269809182788988,http://www.daft.ie/for-sale/apartment-apartment-3-block-a-the-malthouse-dublin-8/3470059
"78 Glentow Road, Whitehall, Dublin 9",-6.248237,53.386048,"279,000",61,Dublin 9,4.963466711081211,http://www.daft.ie/for-sale/terraced-house-78-glentow-road-whitehall-dublin-9/3413972
"Apartment 45, Ashbrook Apartments, Navan Road, Ashtown, Dublin 15",-6.330338,53.372379,"279,000",59,Dublin 15,5.3094338963471435,http://www.daft.ie/for-sale/apartment-apartment-45-ashbrook-apartments-navan-road-ashtown-dublin-15/3427383
"8 Kilcarberry Avenue, Clondalkin, Dublin 22",-6.4154457,53.3170369,"279,000",N/A,Dublin 22,10.24315022332801,http://www.daft.ie/for-sale/terraced-house-8-kilcarberry-avenue-clondalkin-dublin-22/3234576
"Apartment 47, Ashbrook Apartments, Navan Road, Ashtown, Dublin 15",-6.330338,53.372379,"279,000",59,Dublin 15,5.3094338963471435,http://www.daft.ie/for-sale/apartment-apartment-47-ashbrook-apartments-navan-road-ashtown-dublin-15/3423275
"84 Seapark, Mount Prospect Avenue, Clontarf, Dublin 3",-6.18516,53.366415,"279,000",64,Dublin 3,6.052076782374039,http://www.daft.ie/for-sale/apartment-84-seapark-mount-prospect-avenue-clontarf-dublin-3/2902857
"Apartment 9, Rathborne Court, Ashtown, Dublin 15",-6.324838,53.376773,"279,500",74,Dublin 15,5.358603756004793,http://www.daft.ie/for-sale/apartment-apartment-9-rathborne-court-ashtown-dublin-15/3427954
"85 Derry Road, Crumlin, Dublin 12",-6.33308,53.320214,"279,950",N/A,Dublin 12,5.03836819454663,http://www.daft.ie/for-sale/terraced-house-85-derry-road-crumlin-dublin-12/3177239
"397 Cushlawn Park, Tallaght, Dublin 24",-6.376936,53.273694,"279,950",N/A,Dublin 24,10.59157510727195,http://www.daft.ie/for-sale/end-of-terrace-house-397-cushlawn-park-tallaght-dublin-24/3425212
"Apartment 36, Windmill Terrace, Porterstown, Dublin 15",-6.39992,53.380132,"280,000",56,Dublin 15,9.719457540554501,http://www.daft.ie/for-sale/apartment-apartment-36-windmill-terrace-porterstown-dublin-15/3261179
"Apartment 18, South Gate Apartments, Dublin 8",-6.280268,53.33827,"280,000",48,Dublin 8,0.9974396769750096,http://www.daft.ie/for-sale/apartment-apartment-18-south-gate-apartments-dublin-8/3425202
"23 Mimosa Hall, The Gallops, Sandyford, Leopardstown, Dublin 18",-6.1985798,53.2632994,"280,000",53,Dublin 18,9.96270341456616,http://www.daft.ie/for-sale/apartment-23-mimosa-hall-the-gallops-sandyford-leopardstown-dublin-18/3436528
"16 Galtymore Drive, Drimnagh, Dublin 12",-6.309393,53.334052,"280,000",61,Dublin 12,2.9565418706866673,http://www.daft.ie/for-sale/terraced-house-16-galtymore-drive-drimnagh-dublin-12/3496007
"23 the courtyard clonsilla, Porterstown D15, Clonsilla, Dublin 15",-6.4038819,53.3816048,"280,000",84,D15,10.026996400084583,http://www.daft.ie/for-sale/terraced-house-23-the-courtyard-clonsilla-porterstown-d15-clonsilla-dublin-15/3227977
"Apartment 19, Windmill Lane Apartments, Dublin 2",-6.244924,53.345423,"280,000",39,Dublin 2,1.5181959449920508,http://www.daft.ie/for-sale/apartment-apartment-19-windmill-lane-apartments-dublin-2/3290189
"75 Benmadigan Road, Drimnagh, Dublin 12",-6.31646,53.333576,"280,000",89,Dublin 12,3.4182817186022714,http://www.daft.ie/for-sale/terraced-house-75-benmadigan-road-drimnagh-dublin-12/3466286
"58 Castlecurragh Heath, Mulhuddart, Dublin 15",-6.391194,53.403665,"280,000",93,Dublin 15,10.6346774041908,http://www.daft.ie/for-sale/end-of-terrace-house-58-castlecurragh-heath-mulhuddart-dublin-15/3423935
"8 Rathborne Place, Ashtown, Dublin 15",-6.328125,53.377914,"280,000",72,Dublin 15,5.603249632760219,http://www.daft.ie/for-sale/apartment-8-rathborne-place-ashtown-dublin-15/3489580
"Apartment 35, Newmarket Square, Dublin 8",-6.275694,53.337575,"280,000",58,Dublin 8,0.8085808999069001,http://www.daft.ie/for-sale/apartment-apartment-35-newmarket-square-dublin-8/1519248
"Apartment 32, The Mill, Dublin 8",-6.282334,53.337172,"280,000",52,Dublin 8,1.1784307745691285,http://www.daft.ie/for-sale/apartment-apartment-32-the-mill-dublin-8/3154865
"3 Warrenstown Rise, Blanchardstown, Dublin 15",-6.382274,53.401323,"280,000",104,Dublin 15,10.013949966214314,http://www.daft.ie/for-sale/semi-detached-house-3-warrenstown-rise-blanchardstown-dublin-15/3496321
"33 New Row Place, New Row South, Dublin 8",-6.274391,53.337725,"280,000",41,Dublin 8,0.739286058779918,http://www.daft.ie/for-sale/apartment-33-new-row-place-new-row-south-dublin-8/2750760
"Apartment 210, Rathborne Court, Ashtown, Dublin 15",-6.323715,53.37667,"284,950",N/A,Dublin 15,5.2977339498501985,http://www.daft.ie/for-sale/apartment-apartment-210-rathborne-court-ashtown-dublin-15/3478614
"Apartment 1, The Ogham, Granitefield Manor, Dun Laoghaire, Co. Dublin",-6.142157,53.269948,"284,950",79,Co. Dublin,11.621109737008027,http://www.daft.ie/for-sale/apartment-apartment-1-the-ogham-granitefield-manor-dun-laoghaire-co-dublin/3261238
"67 Heathfield Park, Finglas, Dublin 11",-6.327379,53.395559,"284,950",N/A,Dublin 11,7.079604311644971,http://www.daft.ie/for-sale/terraced-house-67-heathfield-park-finglas-dublin-11/3255797
"Apartment 86, Rathborne Court, Ashtown, Dublin 15",-6.324744,53.376359,"285,000",73,Dublin 15,5.321898289515717,http://www.daft.ie/for-sale/apartment-apartment-86-rathborne-court-ashtown-dublin-15/3423634
"42 Churchwell Drive, Belmayne, Balgriffin, Dublin 13",-6.173132,53.406348,"285,000",N/A,Dublin 13,9.427604145407223,http://www.daft.ie/for-sale/apartment-42-churchwell-drive-belmayne-balgriffin-dublin-13/3421977
"Apartment 37, 52 Mountjoy Square South, Dublin 1",-6.257641,53.355563,"285,000",69,Dublin 1,1.5499152854851626,http://www.daft.ie/for-sale/apartment-apartment-37-52-mountjoy-square-south-dublin-1/3208078
"37 Cherrywood Crescent, Clondalkin, Dublin 22",-6.4120791,53.3189093,"285,000",N/A,Dublin 22,9.970863881178875,http://www.daft.ie/for-sale/semi-detached-house-37-cherrywood-crescent-clondalkin-dublin-22/3480396
"48 Meadow Copse, Hartstown, Dublin 15",-6.419153,53.397251,"285,000",71,Dublin 15,11.742507519299116,http://www.daft.ie/for-sale/bungalow-48-meadow-copse-hartstown-dublin-15/3483845
"Apartment 48, Portland Lock, North Circular Road, Dublin 7",-6.257253,53.360778,"285,000",80,Dublin 7,2.098926022519026,http://www.daft.ie/for-sale/apartment-apartment-48-portland-lock-north-circular-road-dublin-7/3431291
"Apartment 3, Brook House, Richmond Road, Fairview, Dublin 3",-6.245742,53.364362,"285,000",N/A,Dublin 3,2.7859322229377135,http://www.daft.ie/for-sale/apartment-apartment-3-brook-house-richmond-road-fairview-dublin-3/1529074
"Apartment 38, Weavers Hall, Levmoss Park, The Gallops, Leopardstown, Dublin 18",-6.198445,53.263969,"285,000",49,Dublin 18,9.90073869955263,http://www.daft.ie/for-sale/apartment-apartment-38-weavers-hall-levmoss-park-the-gallops-leopardstown-dublin-18/3468553
"20 Ross Street, Stoneybatter, Dublin 7",-6.294132,53.353746,"285,000",50,Dublin 7,2.145462139582463,http://www.daft.ie/for-sale/terraced-house-20-ross-street-stoneybatter-dublin-7/3464239
"66 Lissadel Drive, Drimnagh, Dublin 12",-6.316444,53.321818,"285,000",N/A,Dublin 12,4.012613215257869,http://www.daft.ie/for-sale/terraced-house-66-lissadel-drive-drimnagh-dublin-12/3185072
"Block E, 213 Castleforbes Square, IFSC, Dublin 1",-6.230833613491768,53.348801787599655,"285,000",51,Dublin 1,2.514478919258302,http://www.daft.ie/for-sale/apartment-block-e-213-castleforbes-square-ifsc-dublin-1/3483237
"Apartment 239, Block 5, Parklands, Northwood, Santry, Dublin 9",-6.251882,53.406258,"285,000",N/A,Dublin 9,7.11989888041758,http://www.daft.ie/for-sale/apartment-apartment-239-block-5-parklands-northwood-santry-dublin-9/3488968
"92 Parklands Court, Ballycullen, Dublin 16",-6.341225,53.274174,"285,000",70,Dublin 16,9.080636229527242,http://www.daft.ie/for-sale/apartment-92-parklands-court-ballycullen-dublin-16/3488508
"2 Parklands Court, Ballycullen, Dublin 16",-6.3396718,53.2750007,"285,000",N/A,Dublin 16,8.947587340031841,http://www.daft.ie/for-sale/apartment-2-parklands-court-ballycullen-dublin-16/3477826
"Apt 8 Cornmill, Distillery Road, Drumcondra, Dublin 3",-6.248639,53.362888,"285,000",55,Dublin 3,2.5475987813317427,http://www.daft.ie/for-sale/apartment-apt-8-cornmill-distillery-road-drumcondra-dublin-3/3491718
"62 Curragh Hall Crescent, Tyrellstown, Tyrrelstown, Dublin 15",-6.387562,53.416376,"285,000",N/A,Dublin 15,11.41383902034961,http://www.daft.ie/for-sale/terraced-house-62-curragh-hall-crescent-tyrellstown-tyrrelstown-dublin-15/3470069
"4 Deerpark Walk, Kiltipper, Tallaght, Dublin 24",-6.374261,53.270923,"285,000",105,Dublin 24,10.69890761000075,http://www.daft.ie/for-sale/semi-detached-house-4-deerpark-walk-kiltipper-tallaght-dublin-24/3179193
"33 Fernleigh Crescent, Carpenterstown, Dublin 15",-6.4033403,53.3736752,"285,000",N/A,Dublin 15,9.648526017040805,http://www.daft.ie/for-sale/duplex-33-fernleigh-crescent-carpenterstown-dublin-15/3483929
"Apartment 123, Block I, Bellevue, Dublin 8",-6.310447,53.346869,"285,000",56,Dublin 8,2.8914693086403074,http://www.daft.ie/for-sale/apartment-apartment-123-block-i-bellevue-dublin-8/3480203
"9 Woodford Green, Clondalkin, Dublin 22",-6.3789,53.320119,"285,000",75,Dublin 22,7.825367798107231,http://www.daft.ie/for-sale/terraced-house-9-woodford-green-clondalkin-dublin-22/3264831
"11 Swan's Nest Avenue, Kilbarrack, Dublin 5",-6.161036,53.389854,"285,000",N/A,Dublin 5,8.77857795325301,http://www.daft.ie/for-sale/terraced-house-11-swans-nest-avenue-kilbarrack-dublin-5/3430261
"5 Enaville Road, Ballybough, Dublin 3",-6.241368,53.360301,"285,000",60,Dublin 3,2.5940660607069974,http://www.daft.ie/for-sale/terraced-house-5-enaville-road-ballybough-dublin-3/3483472
"Apartment 7, Temple Hall, Dublin 1",-6.258349,53.353989,"285,000",N/A,Dublin 1,1.3716153498053358,http://www.daft.ie/for-sale/apartment-apartment-7-temple-hall-dublin-1/3172515
"192 Castle Park, Tallaght, Dublin 24",-6.34372,53.292229,"285,000",N/A,Dublin 24,7.5793668862608685,http://www.daft.ie/for-sale/end-of-terrace-house-192-castle-park-tallaght-dublin-24/2934403
"160 Captains Road, Kimmage, Dublin 12",-6.304293,53.315437,"285,000",N/A,Dublin 12,3.9150639488564787,http://www.daft.ie/for-sale/terraced-house-160-captains-road-kimmage-dublin-12/2945720
"Apartment 56, Hyde Court, Dublin 2",-6.251915,53.34549,"287,500",45,Dublin 2,1.067538351313312,http://www.daft.ie/for-sale/apartment-apartment-56-hyde-court-dublin-2/3173806
"11 Berry House, Custom House Square, IFSC, Dublin 1",-6.243691,53.349524,"289,000",N/A,Dublin 1,1.7376541830112024,http://www.daft.ie/for-sale/apartment-11-berry-house-custom-house-square-ifsc-dublin-1/3488886
"Apartment 1, Huxley Court, Dublin 8",-6.288737,53.336697,"289,950",N/A,Dublin 8,1.575580216647107,http://www.daft.ie/for-sale/apartment-apartment-1-huxley-court-dublin-8/3427848
"11 Mangerton Road, Drimnagh, Dublin 12",-6.328227,53.32712,"289,950",N/A,Dublin 12,4.403503625375975,http://www.daft.ie/for-sale/terraced-house-11-mangerton-road-drimnagh-dublin-12/3229612
"20 Yellow Meadows Drive, Clondalkin",-6.379736,53.326943,"289,950",N/A,N/A,7.667080925184064,http://www.daft.ie/for-sale/semi-detached-house-20-yellow-meadows-drive-clondalkin/3421406
"54 Sweetman House, The Coast, Baldoyle, Dublin 13",-6.146844,53.399479,"289,950",N/A,Dublin 13,10.175820303341817,http://www.daft.ie/for-sale/apartment-54-sweetman-house-the-coast-baldoyle-dublin-13/3424058
"The Maple, Cruagh Wood, Stepaside, Dublin 18",-6.206593,53.252654,"289,950",65,Dublin 18,10.817990159642413,http://www.daft.ie/for-sale/apartment-the-maple-cruagh-wood-stepaside-dublin-18/3245630
"60 Teeling Way, East Road, East Wall, Dublin 3",-6.230017,53.352549,"289,950",N/A,Dublin 3,2.7034529363849127,http://www.daft.ie/for-sale/apartment-60-teeling-way-east-road-east-wall-dublin-3/3443236
"127 Cashel Road, Crumlin, Dublin 12",-6.30594,53.321629,"289,950",N/A,Dublin 12,3.4847659432920146,http://www.daft.ie/for-sale/end-of-terrace-house-127-cashel-road-crumlin-dublin-12/3420228
"Apartment 25, 61 Cork Street, Dublin 8",-6.288359,53.336053,"290,000",66,Dublin 8,1.586166346936166,http://www.daft.ie/for-sale/apartment-apartment-25-61-cork-street-dublin-8/3487957
"284 Cooley Road, Drimnagh, Dublin 12",-6.325769,53.332702,"290,000",56,Dublin 12,4.037852007588405,http://www.daft.ie/for-sale/end-of-terrace-house-284-cooley-road-drimnagh-dublin-12/3276407
"1B Rathborne Avenue, Ashtown, Dublin 15",-6.329897,53.377429,"290,000",83,Dublin 15,5.651643568810898,http://www.daft.ie/for-sale/apartment-1b-rathborne-avenue-ashtown-dublin-15/3487145
"52 Collins Drive, Finglas East, Finglas, Dublin 11",-6.287706,53.389625,"290,000",73,Dublin 11,5.367428863421587,http://www.daft.ie/for-sale/terraced-house-52-collins-drive-finglas-east-finglas-dublin-11/3144914
"5 Warrenstown Court, Blanchardstown, Dublin 15",-6.386068,53.400108,"290,000",92,Dublin 15,10.121437096556372,http://www.daft.ie/for-sale/semi-detached-house-5-warrenstown-court-blanchardstown-dublin-15/3487482
"Flat 1, 6 Mountjoy Square North, Dublin 1",-6.258454,53.3573,"290,000",62,Dublin 1,1.7077617169141515,http://www.daft.ie/for-sale/apartment-flat-1-6-mountjoy-square-north-dublin-1/3419509
"9 Allendale Terrace, Clonsilla, Dublin 15",-6.425993,53.391127,"290,000",78,Dublin 15,11.810107765151374,http://www.daft.ie/for-sale/terraced-house-9-allendale-terrace-clonsilla-dublin-15/3199437
"4 Parkhill Heights, Kilnamanagh, Dublin 24",-6.365307,53.303035,"290,000",N/A,Dublin 24,7.8698614198523495,http://www.daft.ie/for-sale/bungalow-4-parkhill-heights-kilnamanagh-dublin-24/3425214
"64B Fortlawn Drive, Blanchardstown, Dublin 15",-6.40137,53.390601,"290,000",104,Dublin 15,10.35102848987959,http://www.daft.ie/for-sale/semi-detached-house-64b-fortlawn-drive-blanchardstown-dublin-15/3483730
"145 Crosbie's Yard, Ossary Road, East Wall, Dublin 3",-6.234113,53.354321,"290,000",N/A,Dublin 3,2.5484652619445076,http://www.daft.ie/for-sale/apartment-145-crosbies-yard-ossary-road-east-wall-dublin-3/3436928
"115 Captain's Road, Crumlin, Kimmage, Dublin 12",-6.3037,53.315555,"290,000",85,Dublin 12,3.880249759007895,http://www.daft.ie/for-sale/end-of-terrace-house-115-captains-road-crumlin-kimmage-dublin-12/3203122
"Apartment 29, Park Crescent House, Ashtown, Dublin 15",-6.311136,53.362142,"290,000",62,Dublin 15,3.6061385928580267,http://www.daft.ie/for-sale/apartment-apartment-29-park-crescent-house-ashtown-dublin-15/3470863
"20 Annagh Court, Waterville, Blanchardstown, Dublin 15",-6.374901,53.394524,"290,000",97,Dublin 15,9.155345398818458,http://www.daft.ie/for-sale/duplex-20-annagh-court-waterville-blanchardstown-dublin-15/3495929
"93 Downpatrick Road, Crumlin, Dublin 12",-6.300851,53.325867,"290,000",65,Dublin 12,2.919001515190498,http://www.daft.ie/for-sale/terraced-house-93-downpatrick-road-crumlin-dublin-12/2591333
"106 Ballygall Parade, Finglas, Dublin 11",-6.2933247,53.3878185,"290,000",N/A,Dublin 11,5.282611011363742,http://www.daft.ie/for-sale/terraced-house-106-ballygall-parade-finglas-dublin-11/24466
"12 Bolbrook Avenue, Tallaght, Dublin 24",-6.340968,53.286689,"290,000",105,Dublin 24,7.934171369400042,http://www.daft.ie/for-sale/end-of-terrace-house-12-bolbrook-avenue-tallaght-dublin-24/3492282
"145 Crosbie's Yard, Ossary Road, East Wall, Dublin 3",-6.234113,53.354321,"290,000",N/A,Dublin 3,2.5484652619445076,http://www.daft.ie/for-sale/apartment-145-crosbies-yard-ossary-road-east-wall-dublin-3/3482966
"62 Clonard Road, Crumlin, Dublin 12",-6.306414,53.325885,"290,000",54,Dublin 12,3.207850965569546,http://www.daft.ie/for-sale/end-of-terrace-house-62-clonard-road-crumlin-dublin-12/3474743
"20 Nash Street, Inchicore, Dublin 8",-6.33023,53.336077,"290,000",52,Dublin 8,4.2398057247249294,http://www.daft.ie/for-sale/terraced-house-20-nash-street-inchicore-dublin-8/3211144
"17 Wellmount Parade, Finglas, Dublin 11",-6.292932,53.38973,"294,950",N/A,Dublin 11,5.475884255308339,http://www.daft.ie/for-sale/semi-detached-house-17-wellmount-parade-finglas-dublin-11/3255794
"14 Hazelwood Crescent, Hartstown, Clonsilla, Dublin 15",-6.418235,53.393341,"294,950",N/A,Dublin 15,11.472006813198332,http://www.daft.ie/for-sale/semi-detached-house-14-hazelwood-crescent-hartstown-clonsilla-dublin-15/3460562
"Apartment 13, Clearwater Court North, River Drive, Ashtown, Dublin 15",-6.316825,53.377421,"295,000",89,Dublin 15,5.048926965993642,http://www.daft.ie/for-sale/apartment-apartment-13-clearwater-court-north-river-drive-ashtown-dublin-15/3487944
"Apartment 4, Dundrum Castle House, Dundrum Castle, Dundrum, Dublin 14",-6.245605,53.287598,"295,000",46,Dublin 14,6.317444469589449,http://www.daft.ie/for-sale/apartment-apartment-4-dundrum-castle-house-dundrum-castle-dundrum-dublin-14/3467818
"21 Elm Park Terrace, Terenure, Dublin 6",-6.283791,53.310818,"295,000",43,Dublin 6,3.729739165344008,http://www.daft.ie/for-sale/terraced-house-21-elm-park-terrace-terenure-dublin-6/3286896
"44 Rathborne Place, Ashtown, Dublin 15",-6.3262335,53.3779731,"295,000",69,Dublin 15,5.518312417165434,http://www.daft.ie/for-sale/apartment-44-rathborne-place-ashtown-dublin-15/3479364
"35 Yellow Meadows Drive, Clondalkin, Dublin 22",-6.380268,53.326069,"295,000",N/A,Dublin 22,7.724494059261813,http://www.daft.ie/for-sale/end-of-terrace-house-35-yellow-meadows-drive-clondalkin-dublin-22/3482264
"19 Lurgan Street, Smithfield, Dublin 7",-6.272128,53.350554,"295,000",56,Dublin 7,0.907108725764667,http://www.daft.ie/for-sale/terraced-house-19-lurgan-street-smithfield-dublin-7/3489855
"96 Boulevard, Bellgree, Tyrrelstown, Dublin 15",-6.390289,53.422365,"295,000",113,Dublin 15,12.021132538232475,http://www.daft.ie/for-sale/townhouse-96-boulevard-bellgree-tyrrelstown-dublin-15/3425275
"Apartment 39, Sandyford View, Sandyford, Dublin 18",-6.240005,53.269806,"295,000",76,Dublin 18,8.32900720037116,http://www.daft.ie/for-sale/apartment-apartment-39-sandyford-view-sandyford-dublin-18/3494344
"15 Church Street East, East Wall, Dublin 3",-6.234892,53.350748,"295,000",73,Dublin 3,2.327656009959309,http://www.daft.ie/for-sale/terraced-house-15-church-street-east-east-wall-dublin-3/3478854
"4 Stralem Grove, Ongar Village, Ongar, Dublin 15",-6.432714,53.393142,"295,000",100,Dublin 15,12.308921711188995,http://www.daft.ie/for-sale/end-of-terrace-house-4-stralem-grove-ongar-village-ongar-dublin-15/3427570
